Subject No.,No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Sensor 3,Sensor 4
17,2656,16,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),718,614,701,653
17,2657,17,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),728,612,701,641
17,2658,18,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),722,617,706,643
17,2659,19,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),716,610,707,650
17,2660,20,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),712,613,701,647
17,2661,21,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),707,615,706,653
17,2662,22,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),717,622,707,637
17,2663,23,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),723,611,707,642
17,2664,24,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),716,617,703,643
17,2665,25,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),723,615,706,647
17,2666,26,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),715,609,711,657
17,2667,27,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),719,614,704,648
17,2668,28,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),726,611,710,648
17,2669,29,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),727,606,713,654
17,2670,30,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),722,617,702,652
17,2671,31,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),711,619,705,653
17,2672,32,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),717,623,707,645
17,2673,33,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),723,627,701,654
17,2674,34,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),724,615,708,653
17,2675,35,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),713,616,701,652
17,2676,36,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),718,609,708,644
17,2677,37,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),721,626,709,650
17,2678,38,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),717,614,710,645
17,2679,39,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),721,597,710,649
17,2680,40,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),719,612,714,644
17,2681,41,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),715,607,708,651
17,2682,42,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),717,614,699,655
17,2683,43,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),719,615,703,648
17,2684,44,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),720,603,697,648
17,2685,45,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),714,610,703,659
17,2686,46,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),717,609,710,655
17,2687,47,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),715,612,697,644
17,2688,48,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),714,607,702,649
17,2689,49,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),716,604,698,650
17,2690,50,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),724,625,698,651
17,2691,51,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),714,614,712,653
17,2692,52,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),718,618,710,653
17,2693,53,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),716,618,701,652
17,2694,54,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),722,609,701,644
17,2695,55,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),721,613,704,653
17,2696,56,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),717,606,707,660
17,2697,57,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),708,614,702,650
17,2698,58,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),720,623,707,653
17,2699,59,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),727,615,706,646
17,2700,60,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Extreme),728,626,703,642
17,2701,1,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),726,624,712,656
17,2702,2,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),726,627,719,652
17,2703,3,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),732,633,714,655
17,2704,4,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),732,615,714,660
17,2705,5,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),727,633,712,660
17,2706,6,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),727,632,710,648
17,2707,7,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),721,622,711,658
17,2708,8,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),730,630,714,653
17,2709,9,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),726,615,714,661
17,2710,10,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),733,627,716,653
17,2711,11,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),726,616,721,662
17,2712,12,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),724,615,711,666
17,2713,13,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),725,634,712,654
17,2714,14,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),731,627,715,646
17,2715,15,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),728,614,716,654
17,2716,16,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),724,624,721,667
17,2717,17,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),729,625,710,652
17,2718,18,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),724,620,708,654
17,2719,19,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),721,623,708,655
17,2720,20,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),716,616,720,657
17,2721,21,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),724,630,718,662
17,2722,22,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),720,624,709,658
17,2723,23,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),721,625,712,653
17,2724,24,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),722,608,718,661
17,2725,25,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),722,625,716,660
17,2726,26,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),731,619,714,670
17,2727,27,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),716,616,706,644
17,2728,28,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),725,627,708,642
17,2729,29,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),724,632,719,660
17,2730,30,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),722,625,706,658
17,2731,31,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),726,631,707,651
17,2732,32,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),718,624,717,653
17,2733,33,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),723,626,718,656
17,2734,34,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),733,608,715,653
17,2735,35,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),715,627,716,656
17,2736,36,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),728,623,718,655
17,2737,37,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),722,625,718,651
17,2738,38,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),722,614,711,661
17,2739,39,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),728,633,718,662
17,2740,40,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),729,625,716,657
17,2741,41,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),726,619,712,667
17,2742,42,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),721,625,719,656
17,2743,43,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),718,624,706,650
17,2744,44,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),730,633,708,655
17,2745,45,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),726,635,718,650
17,2746,46,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),735,614,717,658
17,2747,47,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),718,606,711,655
17,2748,48,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),722,611,718,661
17,2749,49,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),723,617,704,658
17,2750,50,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),726,625,720,663
17,2751,51,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),731,614,717,663
17,2752,52,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),728,625,718,652
17,2753,53,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),726,618,718,663
17,2754,54,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),727,625,717,657
17,2755,55,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),721,606,720,653
17,2756,56,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),725,622,713,656
17,2757,57,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),721,609,715,657
17,2758,58,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),722,626,713,657
17,2759,59,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),727,623,722,665
17,2760,60,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Poking Chin (Acceptable),726,601,711,656
17,2761,1,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),738,644,708,660
17,2762,2,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),733,637,718,660
17,2763,3,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),740,641,721,663
17,2764,4,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),729,649,724,668
17,2765,5,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),732,653,717,670
17,2766,6,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),728,633,718,661
17,2767,7,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),739,640,718,660
17,2768,8,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),735,647,723,676
17,2769,9,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),742,653,728,666
17,2770,10,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),738,647,728,663
17,2771,11,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),744,645,720,658
17,2772,12,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),736,626,719,663
17,2773,13,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),731,658,726,668
17,2774,14,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),730,646,719,668
17,2775,15,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),737,637,721,667
17,2776,16,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),733,652,727,667
17,2777,17,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),736,638,717,662
17,2778,18,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),736,652,718,672
17,2779,19,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),723,640,719,661
17,2780,20,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),737,641,721,665
17,2781,21,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),731,641,729,663
17,2782,22,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),725,652,716,664
17,2783,23,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),734,644,723,658
17,2784,24,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),729,636,722,660
17,2785,25,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),730,648,718,662
17,2786,26,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),732,654,728,654
17,2787,27,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),731,642,723,667
17,2788,28,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),728,637,722,672
17,2789,29,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),729,638,712,650
17,2790,30,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),728,641,721,664
17,2791,31,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),732,635,724,664
17,2792,32,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),724,627,717,666
17,2793,33,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),729,637,719,663
17,2794,34,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),729,639,722,667
17,2795,35,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),737,643,721,655
17,2796,36,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),741,631,721,658
17,2797,37,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),744,633,714,656
17,2798,38,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),732,627,724,662
17,2799,39,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),730,580,716,670
17,2800,40,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),489,294,725,658
17,2801,41,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),734,634,718,671
17,2802,42,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),715,632,721,673
17,2803,43,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),221,638,725,647
17,2804,44,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),284,643,722,649
17,2805,45,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),268,632,715,655
17,2806,46,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),477,635,726,661
17,2807,47,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),541,631,721,673
17,2808,48,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),519,633,726,665
17,2809,49,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),571,617,719,654
17,2810,50,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),624,623,723,668
17,2811,51,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),648,616,724,665
17,2812,52,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),607,624,723,665
17,2813,53,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),388,632,723,657
17,2814,54,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),257,616,726,643
17,2815,55,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),188,629,726,617
17,2816,56,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),168,642,729,661
17,2817,57,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),193,643,716,639
17,2818,58,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),161,644,727,666
17,2819,59,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),219,637,721,658
17,2820,60,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neutral Position(Best Position),201,663,724,657
17,2821,1,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,738,659,730,661
17,2822,2,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,741,648,719,671
17,2823,3,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,538,612,720,662
17,2824,4,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,405,631,721,665
17,2825,5,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,739,644,728,673
17,2826,6,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,739,645,729,658
17,2827,7,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,730,652,722,663
17,2828,8,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,734,656,713,658
17,2829,9,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,737,646,718,666
17,2830,10,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,738,651,724,656
17,2831,11,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,729,654,721,655
17,2832,12,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,730,658,723,665
17,2833,13,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,739,638,729,660
17,2834,14,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,737,651,714,667
17,2835,15,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,634,653,721,666
17,2836,16,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,721,655,719,657
17,2837,17,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,727,638,730,659
17,2838,18,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,730,652,721,667
17,2839,19,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,730,650,718,664
17,2840,20,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,721,640,715,661
17,2841,21,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,735,642,722,659
17,2842,22,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,734,635,717,667
17,2843,23,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,742,651,722,667
17,2844,24,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,731,642,720,670
17,2845,25,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,727,640,722,663
17,2846,26,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,734,640,729,660
17,2847,27,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,730,648,721,663
17,2848,28,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,728,649,727,660
17,2849,29,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,734,644,716,660
17,2850,30,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,732,639,716,665
17,2851,31,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,738,640,722,662
17,2852,32,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,731,640,726,659
17,2853,33,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,737,624,718,661
17,2854,34,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,739,662,724,665
17,2855,35,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,743,667,724,660
17,2856,36,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,739,659,726,662
17,2857,37,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,735,665,726,669
17,2858,38,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,730,663,722,664
17,2859,39,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,730,656,732,661
17,2860,40,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,735,650,725,668
17,2861,41,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,736,652,728,665
17,2862,42,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,743,649,729,659
17,2863,43,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,734,641,723,672
17,2864,44,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,741,649,726,669
17,2865,45,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,731,657,721,682
17,2866,46,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,739,649,721,662
17,2867,47,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,728,648,717,666
17,2868,48,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,736,650,731,663
17,2869,49,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,738,648,724,663
17,2870,50,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,734,645,722,658
17,2871,51,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,741,648,731,666
17,2872,52,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,738,644,733,670
17,2873,53,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,738,654,722,665
17,2874,54,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,730,653,725,660
17,2875,55,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,730,645,728,662
17,2876,56,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,734,638,714,662
17,2877,57,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,732,648,732,664
17,2878,58,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,744,666,722,669
17,2879,59,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,738,648,724,678
17,2880,60,Female,L,45,28,27,44,48,50,65,58,Normal Shoulder,Neck Extension,733,644,732,657
17,2881,1,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),718,537,704,660
17,2882,2,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),719,537,707,651
17,2883,3,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),720,543,700,663
17,2884,4,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),719,550,704,649
17,2885,5,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),721,533,710,655
17,2886,6,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),710,554,692,650
17,2887,7,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),711,544,699,644
17,2888,8,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),720,545,711,653
17,2889,9,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),726,534,693,662
17,2890,10,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),725,548,702,658
17,2891,11,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),725,549,698,653
17,2892,12,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),717,541,707,655
17,2893,13,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),719,545,700,652
17,2894,14,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),716,544,700,653
17,2895,15,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),721,538,708,652
17,2896,16,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),722,539,711,657
17,2897,17,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),721,546,699,658
17,2898,18,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),728,555,705,646
17,2899,19,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),722,560,700,659
17,2900,20,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),717,558,708,657
17,2901,21,Female,L,45,28,27,44,48,50,70,66,Round Shoulder,Poking Chin (Extreme),729,564,701,661
