,No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture,Head Posture,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 4-2
3119,3120,60,Male,L,44,37,35,54,48,48,70,67,Round Shoulder,Neck Extension,812,678,782,683,5
3120,3121,1,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),849,710,799,673,-37
3121,3122,2,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),838,699,804,691,-8
3122,3123,3,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),852,699,799,690,-9
3123,3124,4,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),839,697,805,694,-3
3124,3125,5,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),855,683,805,690,7
3125,3126,6,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),842,687,816,682,-5
3126,3127,7,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),850,692,802,698,6
3127,3128,8,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),834,689,811,693,4
3128,3129,9,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),848,690,812,692,2
3129,3130,10,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),844,688,810,707,19
3130,3131,11,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),852,694,809,693,-1
3131,3132,12,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),840,687,811,692,5
3132,3133,13,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),853,691,807,691,0
3133,3134,14,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),843,688,804,691,3
3134,3135,15,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),845,685,805,702,17
3135,3136,16,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),834,685,806,696,11
3136,3137,17,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),832,694,788,693,-1
3137,3138,18,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),837,687,804,683,-4
3138,3139,19,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),848,680,797,685,5
3139,3140,20,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),846,701,798,696,-5
3140,3141,21,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),835,687,813,687,0
3141,3142,22,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),836,690,808,671,-19
3142,3143,23,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),828,698,803,698,0
3143,3144,24,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),835,680,802,686,6
3144,3145,25,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),835,695,799,694,-1
3145,3146,26,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),844,690,806,675,-15
3146,3147,27,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),833,686,799,695,9
3147,3148,28,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),838,682,807,687,5
3148,3149,29,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),847,698,810,702,4
3149,3150,30,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),847,688,802,701,13
3150,3151,31,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),842,689,801,692,3
3151,3152,32,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),835,693,801,690,-3
3152,3153,33,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),826,693,806,690,-3
3153,3154,34,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),838,698,803,699,1
3154,3155,35,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),825,687,803,685,-2
3155,3156,36,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),837,678,801,710,32
3156,3157,37,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),831,682,806,686,4
3157,3158,38,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),835,682,799,673,-9
3158,3159,39,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),835,687,793,686,-1
3159,3160,40,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),840,681,810,687,6
3160,3161,41,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),824,682,808,683,1
3161,3162,42,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),833,690,806,680,-10
3162,3163,43,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),842,687,804,679,-8
3163,3164,44,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),830,677,803,693,16
3164,3165,45,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),845,680,800,691,11
3165,3166,46,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),827,679,805,679,0
3166,3167,47,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),829,685,802,692,7
3167,3168,48,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),835,692,802,688,-4
3168,3169,49,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),839,677,801,688,11
3169,3170,50,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),828,670,793,687,17
3170,3171,51,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),827,685,795,683,-2
3171,3172,52,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),831,659,803,684,25
3172,3173,53,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),836,669,800,687,18
3173,3174,54,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),830,674,786,687,13
3174,3175,55,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),834,664,791,689,25
3175,3176,56,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),834,676,795,702,26
3176,3177,57,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),830,675,802,685,10
3177,3178,58,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),838,672,797,702,30
3178,3179,59,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),839,660,798,686,26
3179,3180,60,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Extreme),836,669,798,683,14
3180,3181,1,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),825,694,798,686,-8
3181,3182,2,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),832,718,801,696,-22
3182,3183,3,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),819,707,804,689,-18
3183,3184,4,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),836,708,800,685,-23
3184,3185,5,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),825,693,805,681,-12
3185,3186,6,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),839,720,806,669,-51
3186,3187,7,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),836,707,801,670,-37
3187,3188,8,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),825,700,789,691,-9
3188,3189,9,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),819,711,793,698,-13
3189,3190,10,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),820,706,796,688,-18
3190,3191,11,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),834,694,803,681,-13
3191,3192,12,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),814,704,806,684,-20
3192,3193,13,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),831,714,798,682,-32
3193,3194,14,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),829,700,788,682,-18
3194,3195,15,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),841,705,801,698,-7
3195,3196,16,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),821,702,799,701,-1
3196,3197,17,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),838,705,800,689,-16
3197,3198,18,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),834,696,798,710,14
3198,3199,19,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),822,710,805,690,-20
3199,3200,20,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),842,701,801,697,-4
3200,3201,21,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),825,705,796,686,-19
3201,3202,22,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),827,685,789,705,20
3202,3203,23,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),835,696,796,690,-6
3203,3204,24,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),827,707,796,688,-19
3204,3205,25,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),822,700,806,699,-1
3205,3206,26,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),829,694,798,694,0
3206,3207,27,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),828,692,800,694,2
3207,3208,28,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),830,690,810,687,-3
3208,3209,29,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),825,690,800,687,-3
3209,3210,30,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),832,702,798,689,-13
3210,3211,31,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),834,694,791,680,-14
3211,3212,32,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),831,688,805,681,-7
3212,3213,33,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),829,700,796,684,-16
3213,3214,34,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),828,694,805,691,-3
3214,3215,35,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),830,700,807,688,-12
3215,3216,36,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),834,689,798,695,6
3216,3217,37,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),827,695,804,678,-17
3217,3218,38,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),817,691,800,686,-5
3218,3219,39,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),814,691,793,680,-11
3219,3220,40,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),828,693,785,688,-5
3220,3221,41,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),833,697,804,688,-9
3221,3222,42,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),842,701,792,696,-5
3222,3223,43,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),825,698,802,682,-16
3223,3224,44,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),817,696,793,697,1
3224,3225,45,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),825,695,795,686,-9
3225,3226,46,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),816,689,792,699,10
3226,3227,47,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),823,703,796,686,-17
3227,3228,48,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),828,707,797,694,-13
3228,3229,49,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),821,679,795,700,21
3229,3230,50,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),821,696,803,686,-10
3230,3231,51,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),825,695,789,686,-9
3231,3232,52,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),833,684,797,683,-1
3232,3233,53,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),820,702,800,689,-13
3233,3234,54,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),820,694,796,693,-1
3234,3235,55,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),826,696,804,687,-9
3235,3236,56,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),822,698,796,696,-2
3236,3237,57,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),824,699,801,688,-11
3237,3238,58,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),831,701,794,682,-19
3238,3239,59,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),831,693,803,694,1
3239,3240,60,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Poking Chin (Acceptable),833,702,803,695,-7
3240,3241,1,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),824,763,804,688,-75
3241,3242,2,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),835,749,797,689,-60
3242,3243,3,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),829,749,804,674,-75
3243,3244,4,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),826,758,802,694,-64
3244,3245,5,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),826,732,798,681,-51
3245,3246,6,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),832,750,794,686,-64
3246,3247,7,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),834,736,807,686,-50
3247,3248,8,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),829,738,795,675,-63
3248,3249,9,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),831,733,793,688,-45
3249,3250,10,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),828,725,802,688,-37
3250,3251,11,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),820,732,802,682,-50
3251,3252,12,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),829,741,804,695,-46
3252,3253,13,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),827,742,799,690,-52
3253,3254,14,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),821,736,801,691,-45
3254,3255,15,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),828,732,800,684,-48
3255,3256,16,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),823,740,805,685,-55
3256,3257,17,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),840,732,807,686,-46
3257,3258,18,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),826,736,801,695,-41
3258,3259,19,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),826,736,800,688,-48
3259,3260,20,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),829,737,800,700,-37
3260,3261,21,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),829,743,797,688,-55
3261,3262,22,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),841,738,796,676,-62
3262,3263,23,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),823,731,802,688,-43
3263,3264,24,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),838,731,801,682,-49
3264,3265,25,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),825,726,799,685,-41
3265,3266,26,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),822,734,793,676,-58
3266,3267,27,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),828,730,808,694,-36
3267,3268,28,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),829,717,802,697,-20
3268,3269,29,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),838,755,801,682,-73
3269,3270,30,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),836,761,794,696,-65
3270,3271,31,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),835,746,801,683,-63
3271,3272,32,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),819,757,803,688,-69
3272,3273,33,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),834,737,794,693,-44
3273,3274,34,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),835,742,800,690,-52
3274,3275,35,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),831,758,797,689,-69
3275,3276,36,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),826,744,800,675,-69
3276,3277,37,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),821,743,793,687,-56
3277,3278,38,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),829,733,803,692,-41
3278,3279,39,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),830,741,796,694,-47
3279,3280,40,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),830,746,795,692,-54
3280,3281,41,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),834,750,803,686,-64
3281,3282,42,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),830,723,803,678,-45
3282,3283,43,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),836,746,806,685,-61
3283,3284,44,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),829,757,800,685,-72
3284,3285,45,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),836,744,799,683,-61
3285,3286,46,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),828,740,800,671,-69
3286,3287,47,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),836,759,802,683,-76
3287,3288,48,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),832,741,797,684,-57
3288,3289,49,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),828,724,796,687,-37
3289,3290,50,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),833,737,799,683,-54
3290,3291,51,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),831,735,796,702,-33
3291,3292,52,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),831,735,800,681,-54
3292,3293,53,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),832,748,805,679,-69
3293,3294,54,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),822,730,802,704,-26
3294,3295,55,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),848,742,800,676,-66
3295,3296,56,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),830,742,797,686,-56
3296,3297,57,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),828,741,802,696,-45
3297,3298,58,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),831,751,796,689,-62
3298,3299,59,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neutral Position(Best Position),828,758,802,674,-84
