,No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture,Head Posture,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 4-2
3851,3852,12,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),884,775,878,677,-98
3852,3853,13,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),876,772,892,694,-78
3853,3854,14,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),883,777,882,680,-97
3854,3855,15,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),872,763,884,665,-98
3855,3856,16,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),873,774,882,665,-109
3856,3857,17,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),878,785,875,691,-94
3857,3858,18,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),876,769,886,669,-100
3858,3859,19,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),883,782,869,677,-105
3859,3860,20,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),884,762,874,676,-86
3860,3861,21,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),875,775,869,685,-90
3861,3862,22,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),871,761,882,675,-86
3862,3863,23,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),873,752,879,680,-72
3863,3864,24,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),876,778,885,687,-91
3864,3865,25,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),878,776,881,680,-96
3865,3866,26,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),870,771,879,697,-74
3866,3867,27,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),879,777,872,671,-106
3867,3868,28,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),874,758,882,672,-86
3868,3869,29,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),884,766,882,682,-84
3869,3870,30,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),875,762,870,678,-84
3870,3871,31,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),867,779,875,686,-93
3871,3872,32,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),877,755,872,671,-84
3872,3873,33,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),870,771,882,677,-94
3873,3874,34,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),875,775,876,677,-98
3874,3875,35,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),861,752,870,686,-66
3875,3876,36,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),873,748,890,695,-53
3876,3877,37,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),870,754,875,688,-66
3877,3878,38,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),876,759,890,694,-65
3878,3879,39,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),876,754,883,697,-57
3879,3880,40,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),874,742,884,683,-59
3880,3881,41,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),882,759,879,703,-56
3881,3882,42,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),890,761,870,693,-68
3882,3883,43,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),866,744,884,689,-55
3883,3884,44,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),872,742,873,681,-61
3884,3885,45,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),873,755,878,675,-80
3885,3886,46,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),859,753,879,681,-72
3886,3887,47,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),871,761,881,673,-88
3887,3888,48,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),867,749,883,693,-56
3888,3889,49,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),866,736,865,686,-50
3889,3890,50,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),870,751,879,670,-81
3890,3891,51,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),872,764,875,684,-80
3891,3892,52,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),863,757,880,661,-96
3892,3893,53,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),864,754,877,715,-39
3893,3894,54,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),869,757,882,693,-64
3894,3895,55,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),871,747,881,694,-53
3895,3896,56,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),867,752,884,687,-65
3896,3897,57,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),873,744,873,693,-51
3897,3898,58,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),874,747,877,695,-52
3898,3899,59,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),862,743,873,702,-41
3899,3900,60,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Extreme),878,743,878,689,-54
3900,3901,1,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),867,766,870,695,-71
3901,3902,2,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),872,765,867,692,-73
3902,3903,3,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),876,786,880,685,-101
3903,3904,4,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),881,796,864,702,-94
3904,3905,5,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),864,765,883,701,-64
3905,3906,6,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),872,764,875,713,-51
3906,3907,7,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),869,795,876,691,-104
3907,3908,8,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),880,780,877,697,-83
3908,3909,9,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),878,784,882,707,-77
3909,3910,10,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),872,786,885,687,-99
3910,3911,11,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),886,802,872,702,-100
3911,3912,12,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),875,771,876,680,-91
3912,3913,13,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),862,783,879,696,-87
3913,3914,14,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),874,790,875,706,-84
3914,3915,15,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),882,778,875,694,-84
3915,3916,16,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),878,780,871,690,-90
3916,3917,17,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),870,780,871,690,-90
3917,3918,18,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),878,775,867,675,-100
3918,3919,19,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),870,768,875,685,-83
3919,3920,20,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),858,785,871,701,-84
3920,3921,21,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),868,801,862,674,-127
3921,3922,22,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),873,772,885,695,-77
3922,3923,23,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),870,773,885,671,-102
3923,3924,24,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),868,781,875,695,-86
3924,3925,25,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),861,779,877,696,-83
3925,3926,26,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),856,789,878,690,-99
3926,3927,27,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),874,787,883,681,-106
3927,3928,28,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),873,775,880,696,-79
3928,3929,29,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),883,769,881,677,-92
3929,3930,30,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),878,786,878,668,-118
3930,3931,31,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),873,764,890,686,-78
3931,3932,32,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),878,776,884,698,-78
3932,3933,33,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),870,784,876,682,-102
3933,3934,34,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),876,791,878,692,-99
3934,3935,35,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),863,763,874,676,-87
3935,3936,36,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),876,792,880,682,-110
3936,3937,37,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),880,798,875,715,-83
3937,3938,38,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),863,780,868,696,-84
3938,3939,39,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),875,766,873,698,-68
3939,3940,40,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),871,784,885,685,-99
3940,3941,41,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),869,782,860,686,-96
3941,3942,42,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),871,786,873,687,-99
3942,3943,43,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),870,781,864,689,-92
3943,3944,44,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),866,782,883,696,-86
3944,3945,45,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),868,779,889,692,-87
3945,3946,46,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),876,783,884,693,-90
3946,3947,47,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),887,794,876,692,-102
3947,3948,48,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),872,797,870,669,-128
3948,3949,49,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),867,787,874,694,-93
3949,3950,50,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),870,778,865,683,-95
3950,3951,51,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),867,778,871,691,-87
3951,3952,52,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),868,774,861,704,-70
3952,3953,53,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),864,802,881,693,-109
3953,3954,54,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),862,770,872,703,-67
3954,3955,55,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),871,774,887,696,-78
3955,3956,56,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),876,771,872,690,-81
3956,3957,57,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),875,753,882,692,-61
3957,3958,58,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),874,779,864,684,-95
3958,3959,59,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),875,768,874,693,-75
3959,3960,60,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Poking Chin (Acceptable),876,765,880,687,-78
3960,3961,1,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),876,855,875,694,-161
3961,3962,2,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),889,836,877,663,-173
3962,3963,3,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),874,827,886,680,-147
3963,3964,4,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),868,814,875,691,-123
3964,3965,5,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),866,820,873,665,-155
3965,3966,6,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),872,824,887,674,-150
3966,3967,7,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),882,821,876,667,-154
3967,3968,8,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),871,819,883,700,-119
3968,3969,9,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),870,820,879,686,-134
3969,3970,10,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),880,826,864,691,-135
3970,3971,11,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),872,804,861,696,-108
3971,3972,12,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),869,808,867,701,-107
3972,3973,13,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),885,818,887,698,-120
3973,3974,14,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),877,821,883,689,-132
3974,3975,15,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),870,809,869,690,-119
3975,3976,16,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),881,808,865,676,-132
3976,3977,17,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),868,821,885,702,-119
3977,3978,18,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),872,812,882,675,-137
3978,3979,19,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),871,804,876,701,-103
3979,3980,20,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),871,818,891,702,-116
3980,3981,21,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),867,824,887,695,-129
3981,3982,22,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),865,806,872,693,-113
3982,3983,23,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),871,793,874,674,-119
3983,3984,24,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),870,830,879,696,-134
3984,3985,25,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),868,804,877,701,-103
3985,3986,26,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),865,809,870,676,-133
3986,3987,27,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),874,801,872,688,-113
3987,3988,28,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),866,818,877,692,-126
3988,3989,29,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),864,825,880,689,-136
3989,3990,30,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),869,822,874,697,-125
3990,3991,31,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),885,824,885,701,-123
3991,3992,32,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),872,802,879,700,-102
3992,3993,33,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),862,825,875,703,-122
3993,3994,34,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),868,810,868,680,-130
3994,3995,35,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),881,833,881,701,-132
3995,3996,36,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),867,826,878,695,-131
3996,3997,37,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),879,798,872,695,-103
3997,3998,38,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),871,820,873,711,-109
3998,3999,39,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),870,806,868,686,-120
3999,4000,40,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),872,821,867,676,-145
4000,4001,41,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),870,800,872,695,-105
4001,4002,42,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),869,822,881,704,-118
4002,4003,43,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),863,773,871,687,-86
4003,4004,44,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),887,782,865,675,-107
4004,4005,45,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),865,808,870,689,-119
4005,4006,46,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),858,796,863,684,-112
4006,4007,47,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),865,810,872,688,-122
4007,4008,48,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),860,823,875,680,-143
4008,4009,49,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),877,837,871,661,-176
4009,4010,50,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),871,819,872,664,-155
4010,4011,51,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),867,794,875,703,-91
4011,4012,52,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),864,785,884,681,-104
4012,4013,53,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),881,790,871,682,-108
4013,4014,54,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),871,802,878,674,-128
4014,4015,55,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),873,791,879,702,-89
4015,4016,56,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),874,805,871,691,-114
4016,4017,57,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),863,809,875,680,-129
4017,4018,58,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),876,812,872,683,-129
4018,4019,59,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),870,804,867,688,-116
4019,4020,60,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neutral Position(Best Position),874,812,875,695,-117
4020,4021,1,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,876,889,879,681,-208
4021,4022,2,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,858,854,869,691,-163
4022,4023,3,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,873,859,880,690,-169
4023,4024,4,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,863,863,866,678,-185
4024,4025,5,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,872,858,873,681,-177
4025,4026,6,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,872,864,873,709,-155
4026,4027,7,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,873,853,874,673,-180
4027,4028,8,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,878,836,876,689,-147
4028,4029,9,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,870,864,868,713,-151
4029,4030,10,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,863,877,864,667,-210
4030,4031,11,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,872,863,880,691,-172
4031,4032,12,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,872,857,872,678,-179
4032,4033,13,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,863,863,877,687,-176
4033,4034,14,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,871,869,865,692,-177
4034,4035,15,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,863,847,867,683,-164
4035,4036,16,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,870,846,874,683,-163
4036,4037,17,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,860,857,881,686,-171
4037,4038,18,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,873,859,873,688,-171
4038,4039,19,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,869,846,877,685,-161
4039,4040,20,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,880,847,877,669,-178
4040,4041,21,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,869,849,871,686,-163
4041,4042,22,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,873,864,867,689,-175
4042,4043,23,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,876,858,880,695,-163
4043,4044,24,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,884,848,876,689,-159
4044,4045,25,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,871,853,885,687,-166
4045,4046,26,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,870,860,881,682,-178
4046,4047,27,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,868,853,883,694,-159
4047,4048,28,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,853,861,875,676,-185
4048,4049,29,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,867,868,864,653,-215
4049,4050,30,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,872,853,872,687,-166
4050,4051,31,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,876,851,877,698,-153
4051,4052,32,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,867,837,871,690,-147
4052,4053,33,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,860,849,877,705,-144
4053,4054,34,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,865,859,871,682,-177
4054,4055,35,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,868,849,877,680,-169
4055,4056,36,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,872,833,878,681,-152
4056,4057,37,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,879,846,866,698,-148
4057,4058,38,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,872,857,865,689,-168
4058,4059,39,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,872,861,883,669,-192
4059,4060,40,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,867,846,882,698,-148
4060,4061,41,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,876,857,881,658,-199
4061,4062,42,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,872,832,875,680,-152
4062,4063,43,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,879,868,882,671,-197
4063,4064,44,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,863,864,874,691,-173
4064,4065,45,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,862,865,868,672,-193
